title,price,rating,reviews,link
APPLE iPad Pro (4th Gen) 128 GB ROM 11.0 inch with Wi-Fi+5G (Space Grey),90090,4.5,165,https://www.flipkart.com/apple-ipad-pro-4th-gen-128-gb-rom-11-0-inch-wi-fi-5g-space-grey/p/itm686eccce64cf6?pid=TABGJ6XUQMGZX4ED&lid=LSTTABGJ6XUQMGZX4EDXVEZBM&marketplace=FLIPKART&q=Apple+11+inch+iPad+Pro+Wi+Fi+128GB&store=tyy%2Fhry&spotlightTagId=FkPickId_tyy%2Fhry&srno=s_1_1&otracker=search&fm=organic&iid=3aa48d06-691f-4550-80e1-b69480edeeb2.TABGJ6XUQMGZX4ED.SEARCH&ppt=None&ppn=None&ssid=jx4ovlxngg0000001686503161195&qH=94883a5cdb7cbf9f
