title,price,rating,reviews,link
"Apple 2022 11-inch iPad Pro (Wi-Fi, 128GB) - Space Grey (4th Generation)","₹78,690.00",4.6 out of 5 stars,180 ratings,https://www.amazon.in/Apple-11-inch-iPad-Pro-Wi-Fi-128GB/dp/B0BJLFBYV1/ref=sr_1_3?keywords=ipad+pro&qid=1686503151&sr=8-3
